metabolite,super_pathway,sub_pathway,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30
UDP-N-acetylglucosamine/galactosamine,Carbohydrate,Nucleotide Sugar,0.00241732,0.00277775,0.00253702,0.00460212,0.00422651,0.00304151,0.00421346,0.00256667,0.00288245,0.0027814,0.00347826,0.00347019,0.00228267,0.00292548,0.00287451,0.00288427,0.00342518,0.00345834,0.00587654,0.00665001,0.00513894,0.00305923,0.00343629,0.00630946,0.00122947,0.00299154,0.00261613,0.00207375,0.00279928,0.00209026
urate,Nucleotide,Purine Metabolism_ (Hypo)Xanthine/Inosine containing,0.00224427,0.00222751,0.00153036,0.00297506,0.00194546,0.00667179,0.00426104,0.00156097,0.00145045,0.01138936,0.00237613,0.00205242,0.00161895,0.00198316,0.00186519,0.00208559,0.00208008,0.00146042,0.00765137,0.00144442,0.00280294,0.00125533,0.00232467,0.00166934,0.00092132,0.00153606,0.00124651,0.0250461,0.00097373,0.00280269
uridine,Nucleotide,Pyrimidine Metabolism_ Uracil containing,0.0036505,0.00177245,0.00315135,0.00177309,0.00229651,0.00175845,0.00211568,0.00407801,0.00335978,0.00154018,0.00217403,0.00173387,0.00096487,0.0027367,0.00278073,0.00197161,0.0022694,0.00264309,0.00310704,0.00319598,0.00292703,0.00246226,0.00200619,0.00250235,0.00116246,0.00706888,0.00200502,0.00143528,0.00261835,0.00164922
uridine 5'-monophosphate (UMP),Nucleotide,Pyrimidine Metabolism_ Uracil containing,0.00481367,0.00783392,0.00157568,0.00024477,0.01059644,0.00066639,0.00602858,0.04485467,0.00803857,0.00088435,0.00973733,0.0021238,0.00052152,0.01200577,0.0045477,0.00096198,0.01001926,0.00124913,0.00055783,0.00731912,0.00043573,0.0004226,0.00636218,0.00013734,0.00007873,0.00705941,0.00010256,0.00008289,0.00257868,0.0000674
"uridine-2',3'-cyclic monophosphate",Nucleotide,Pyrimidine Metabolism_ Uracil containing,0.00439532,0.00733414,0.00603325,0.00067518,0.00812556,0.0005307,0.00636541,0.00250184,0.00601279,0.00147327,0.0031463,0.00629758,0.00036742,0.00123278,0.00127954,0.0013781,0.00147532,0.00103234,0.00135271,0.00082641,0.00138087,0.00092977,0.00034572,0.00114087,0.00045865,0.00767115,0.0011603,0.00022864,0.00045494,0.00018592
valine,Amino Acid,Leucine_ Isoleucine and Valine Metabolism,0.00226434,0.00232933,0.00239986,0.00200249,0.00194624,0.00212185,0.00167144,0.00110528,0.00216097,0.00161609,0.00184821,0.00106659,0.0021157,0.00294361,0.00343904,0.00266501,0.00297502,0.00227247,0.00318846,0.0036231,0.00462773,0.00344342,0.00208369,0.00308257,0.00333522,0.00311364,0.0037316,0.00467744,0.00406075,0.00338179
valylglycine,Peptide,Dipeptide,0.00217202,0.00311993,0.00434353,0.00263451,0.00369917,0.00231285,0.00400146,0.00201264,0.0049189,0.00276888,0.00369642,0.00181749,0.00221222,0.0039411,0.0048257,0.00356192,0.00340575,0.00314664,0.0042686,0.00498227,0.00473852,0.00551126,0.00282811,0.0031456,0.00404946,0.00136023,0.00445469,0.0038698,0.00596699,0.00336372
xanthine,Nucleotide,Purine Metabolism_ (Hypo)Xanthine/Inosine containing,0.00075106,0.00152013,0.00051215,0.00099563,0.00065107,0.00541151,0.00079332,0.00061732,0.0004854,0.00117118,0.00094016,0.00068686,0.00117142,0.00081029,0.0006242,0.00069796,0.00111817,0.00072383,0.00458678,0.00070642,0.00335381,0.00042011,0.0005098,0.00055866,0.00030833,0.0036396,0.00041716,0.00033715,0.00043539,0.0029935
xanthosine,Nucleotide,Purine Metabolism_ (Hypo)Xanthine/Inosine containing,0.00390428,0.00412435,0.0020489,0.00806849,0.00235721,0.00813748,0.00211521,0.00139284,0.00294817,0.00530729,0.00362842,0.00306599,0.00388103,0.00300588,0.00438942,0.00316859,0.00448051,0.00268053,0.00281109,0.00255127,0.00114881,0.00344816,0.00135926,0.00217956,0.00186389,0.00307121,0.00237882,0.00300531,0.00086885,0.00150351
xanthurenate,Amino Acid,Tryptophan Metabolism,0.00227058,0.00260555,0.0024546,0.0028509,0.00270285,0.00334496,0.0066556,0.00351033,0.00510424,0.00703177,0.00828247,0.00685473,0.00574513,0.00873624,0.00765906,0.00953188,0.00982662,0.00695586,0.01108872,0.01202152,0.00919866,0.01185949,0.01644613,0.01353685,0.00601039,0.00244879,0.00893018,0.00768475,0.01080293,0.00665531
